,Start date,End date_x,Biomass [MWh] Calculated resolutions,Hydropower [MWh] Calculated resolutions,Wind offshore [MWh] Calculated resolutions,Wind onshore [MWh] Calculated resolutions,Photovoltaics [MWh] Calculated resolutions,Other renewable [MWh] Calculated resolutions,Nuclear [MWh] Calculated resolutions,Lignite [MWh] Calculated resolutions,Hard coal [MWh] Calculated resolutions,Fossil gas [MWh] Calculated resolutions,Hydro pumped storage [MWh] Calculated resolutions_x,Other conventional [MWh] Calculated resolutions,End date_y,grid load [MWh] Calculated resolutions,Grid load incl. hydro pumped storage [MWh] Calculated resolutions,Hydro pumped storage [MWh] Calculated resolutions_y,Residual load [MWh] Calculated resolutions,residual_calc,diff
117,2026-09-04 20:00:00,"Sep 4, 2026 9:00 PM",4063.87,1193.43,4252.61,36500.96,2.15,94.7,-,4311.42,2003.46,4557.22,4282.96,1880.4,"Sep 4, 2026 9:00 PM",53128.15,53131.58,3.43,12372.43,12372.43,0.0
118,2026-09-04 21:00:00,"Sep 4, 2026 10:00 PM",3963.72,1146.76,4612.31,34676.41,0.0,91.93,-,4114.13,1909.54,4690.31,3455.45,1778.26,"Sep 4, 2026 10:00 PM",50106.72,50121.51,14.79,10818.0,10817.999999999996,3.637978807091713e-12
119,2026-09-04 22:00:00,"Sep 4, 2026 11:00 PM",3812.99,1061.1,4654.45,32608.65,0.0,91.93,-,4038.52,1790.45,4560.51,2486.22,1781.08,"Sep 4, 2026 11:00 PM",47222.55,47320.54,97.99,9959.45,9959.45,0.0
120,2026-09-04 23:00:00,"Sep 5, 2026 12:00 AM",3677.15,988.06,4215.58,32185.66,0.0,91.93,-,4095.18,2228.62,4631.23,702.02,1762.95,"Sep 5, 2026 12:00 AM",45205.72,45554.71,349.0,8804.47,8804.480000000001,-0.010000000002037268
121,2026-09-05 00:00:00,"Sep 5, 2026 1:00 AM",3572.25,1087.24,2888.34,30393.31,0.0,92.68,-,3945.63,2638.5,4317.13,344.85,1645.32,"Sep 5, 2026 1:00 AM",42202.39,42307.44,105.05,8920.74,8920.739999999998,1.8189894035458565e-12
122,2026-09-05 01:00:00,"Sep 5, 2026 2:00 AM",3531.23,1019.43,3471.35,28481.55,0.0,92.68,-,4147.01,2570.08,4176.29,88.14,1690.78,"Sep 5, 2026 2:00 AM",41278.67,41935.67,657.0,9325.77,9325.769999999999,1.8189894035458565e-12
123,2026-09-05 02:00:00,"Sep 5, 2026 3:00 AM",3504.73,1044.32,3750.38,26879.8,0.0,92.68,-,4194.01,2457.1,4326.15,52.57,1746.95,"Sep 5, 2026 3:00 AM",40453.85,40881.83,427.98,9823.67,9823.669999999998,1.8189894035458565e-12
124,2026-09-05 03:00:00,"Sep 5, 2026 4:00 AM",3484.12,899.83,4250.16,26225.53,0.0,92.68,-,4018.74,2471.23,4266.38,9.59,1754.07,"Sep 5, 2026 4:00 AM",40414.75,41609.94,1195.19,9939.05,9939.060000000001,-0.010000000002037268
125,2026-09-05 04:00:00,"Sep 5, 2026 5:00 AM",3508.91,981.05,4436.62,26144.17,0.0,92.68,-,3977.61,2049.49,4255.46,9.59,1745.01,"Sep 5, 2026 5:00 AM",39471.53,41052.97,1581.45,8890.74,8890.740000000002,-1.8189894035458565e-12
126,2026-09-05 05:00:00,"Sep 5, 2026 6:00 AM",3608.22,905.1,4411.54,26249.77,0.0,92.68,-,3745.95,2129.38,4225.49,18.18,1740.21,"Sep 5, 2026 6:00 AM",40058.79,41628.11,1569.32,9397.48,9397.48,0.0
127,2026-09-05 06:00:00,"Sep 5, 2026 7:00 AM",3851.4,943.59,4323.89,27119.8,110.09,91.76,-,3650.02,2074.25,3904.1,45.73,1696.04,"Sep 5, 2026 7:00 AM",41110.72,42735.68,1624.95,9556.94,9556.940000000006,-5.4569682106375694e-12
128,2026-09-05 07:00:00,"Sep 5, 2026 8:00 AM",3971.4,1025.35,3897.55,24688.49,3215.42,91.94,-,3630.02,1992.02,3940.52,196.65,1702.97,"Sep 5, 2026 8:00 AM",43107.99,43879.22,771.22,11306.54,11306.529999999999,0.010000000002037268
129,2026-09-05 08:00:00,"Sep 5, 2026 9:00 AM",3964.22,1035.02,2100.4,23913.06,11740.83,92.43,-,3598.14,2147.99,3480.74,143.04,1725.55,"Sep 5, 2026 9:00 AM",47359.6,49415.42,2055.82,9605.32,9605.309999999996,0.010000000003856258
130,2026-09-05 09:00:00,"Sep 5, 2026 10:00 AM",3803.08,1264.44,2967.29,23865.52,21643.1,92.43,-,3449.96,1984.08,2587.43,15.35,1730.33,"Sep 5, 2026 10:00 AM",50553.02,54681.59,4128.57,2077.1,2077.109999999998,-0.009999999997944542
131,2026-09-05 10:00:00,"Sep 5, 2026 11:00 AM",3607.68,1324.73,3565.95,22570.77,27315.91,92.43,-,3205.71,1244.87,1968.53,11.51,1717.09,"Sep 5, 2026 11:00 AM",52499.79,57529.37,5029.58,-952.85,-952.8399999999992,-0.010000000000786713
132,2026-09-05 11:00:00,"Sep 5, 2026 12:00 PM",3512.31,1156.5,2429.39,21533.46,31507.39,91.46,-,2911.87,1019.31,1887.14,11.91,1668.78,"Sep 5, 2026 12:00 PM",51719.76,56951.6,5231.84,-3750.48,-3750.4799999999964,-3.637978807091713e-12
133,2026-09-05 12:00:00,"Sep 5, 2026 1:00 PM",3434.45,959.92,1967.27,17653.32,35432.61,91.46,-,2858.45,1023.0,1482.53,14.46,1628.14,"Sep 5, 2026 1:00 PM",50307.54,55401.37,5093.83,-4745.65,-4745.66,0.010000000000218279
134,2026-09-05 13:00:00,"Sep 5, 2026 2:00 PM",3406.73,966.04,1966.52,17142.04,36944.92,91.46,-,2891.29,961.45,1439.84,11.36,1635.17,"Sep 5, 2026 2:00 PM",49816.62,55053.9,5237.28,-6236.87,-6236.859999999997,-0.010000000002946763
135,2026-09-05 14:00:00,"Sep 5, 2026 3:00 PM",3403.87,1025.26,2039.24,17023.04,36150.25,91.46,-,2882.22,949.56,1383.94,26.52,1631.15,"Sep 5, 2026 3:00 PM",47558.74,52847.5,5288.76,-7653.78,-7653.790000000003,0.010000000002946763
136,2026-09-05 15:00:00,"Sep 5, 2026 4:00 PM",3437.77,1048.0,1753.82,17434.89,32719.77,92.34,-,2954.6,951.66,1431.97,83.54,1651.52,"Sep 5, 2026 4:00 PM",46971.32,52031.53,5060.21,-4937.16,-4937.16,0.0
137,2026-09-05 16:00:00,"Sep 5, 2026 5:00 PM",3535.8,1065.33,2493.13,23066.92,26771.69,92.34,-,3132.45,1179.83,1562.66,100.54,1659.63,"Sep 5, 2026 5:00 PM",46902.81,51459.9,4557.09,-5428.94,-5428.929999999999,-0.010000000000218279
138,2026-09-05 17:00:00,"Sep 5, 2026 6:00 PM",3749.42,993.69,3318.19,31970.77,18896.94,92.34,-,3648.33,1394.85,2596.35,193.64,1686.39,"Sep 5, 2026 6:00 PM",47544.92,51303.97,3759.04,-6640.98,-6640.980000000001,1.8189894035458565e-12
139,2026-09-05 18:00:00,"Sep 5, 2026 7:00 PM",3969.71,1008.41,2857.9,32943.03,8895.29,92.34,-,3983.41,1991.65,4124.12,99.85,1723.66,"Sep 5, 2026 7:00 PM",47911.8,49820.81,1909.01,3215.58,3215.580000000003,-3.183231456205249e-12
140,2026-09-05 19:00:00,"Sep 5, 2026 8:00 PM",4101.92,931.6,3028.1,28176.25,1339.97,92.34,-,4224.32,2476.3,5096.3,2801.04,1891.98,"Sep 5, 2026 8:00 PM",47258.41,47279.43,21.01,14714.09,14714.090000000002,-1.8189894035458565e-12
141,2026-09-05 20:00:00,"Sep 5, 2026 9:00 PM",4086.06,928.51,3087.63,26089.08,4.1,92.34,-,4599.46,2827.19,5296.63,2934.75,2001.92,"Sep 5, 2026 9:00 PM",46695.64,46705.09,9.45,17514.82,17514.829999999998,-0.00999999999839929
142,2026-09-05 21:00:00,"Sep 5, 2026 10:00 PM",3979.36,928.76,4224.56,25429.76,0.02,92.34,-,4628.58,2586.55,5302.98,2369.51,1856.52,"Sep 5, 2026 10:00 PM",44996.65,45240.42,243.77,15342.31,15342.310000000005,-5.4569682106375694e-12
143,2026-09-05 22:00:00,"Sep 5, 2026 11:00 PM",3827.24,939.85,4820.09,23767.07,0.0,92.34,-,4417.73,2751.74,5175.89,1308.36,1842.33,"Sep 5, 2026 11:00 PM",42742.83,42979.79,236.96,14155.68,14155.670000000002,0.00999999999839929
144,2026-09-05 23:00:00,"Sep 6, 2026 12:00 AM",3696.78,917.95,4602.66,22595.67,0.0,92.34,-,3860.91,2865.73,5171.48,671.83,1857.23,"Sep 6, 2026 12:00 AM",40439.65,40665.79,226.14,13241.33,13241.320000000003,0.0099999999965803
145,2026-09-06 00:00:00,"Sep 6, 2026 1:00 AM",3578.47,894.65,5636.14,21116.66,0.0,90.75,-,3786.42,2856.86,4828.99,1720.59,1741.65,"Sep 6, 2026 1:00 AM",38134.64,38363.93,229.29,11381.83,11381.84,-0.010000000000218279
146,2026-09-06 01:00:00,"Sep 6, 2026 2:00 AM",3556.88,897.07,5485.14,20623.85,0.0,90.75,-,3819.32,2807.16,4411.02,1450.16,1753.09,"Sep 6, 2026 2:00 AM",36848.5,37076.28,227.78,10739.5,10739.510000000002,-0.010000000002037268
147,2026-09-06 02:00:00,"Sep 6, 2026 3:00 AM",3517.22,866.3,5367.21,19550.9,0.0,90.75,-,3795.31,2698.12,4130.45,993.22,1746.92,"Sep 6, 2026 3:00 AM",36190.44,36463.0,272.56,11272.34,11272.330000000002,0.00999999999839929
148,2026-09-06 03:00:00,"Sep 6, 2026 4:00 AM",3508.91,851.06,4842.3,18507.85,0.0,90.75,-,4035.55,2419.68,3698.27,1196.29,1761.17,"Sep 6, 2026 4:00 AM",35709.34,35963.71,254.37,12359.19,12359.189999999999,1.8189894035458565e-12
149,2026-09-06 04:00:00,"Sep 6, 2026 5:00 AM",3535.53,832.32,3861.6,16768.64,0.0,90.75,-,4118.13,2096.19,3039.19,1897.23,1767.29,"Sep 6, 2026 5:00 AM",35765.0,36023.53,258.53,15134.76,15134.76,0.0
150,2026-09-06 05:00:00,"Sep 6, 2026 6:00 AM",3616.99,820.07,3622.53,14993.86,0.0,90.75,-,4249.71,1713.88,2044.65,2837.77,1766.81,"Sep 6, 2026 6:00 AM",36729.27,37022.66,293.39,18112.88,18112.879999999997,3.637978807091713e-12
151,2026-09-06 06:00:00,"Sep 6, 2026 7:00 AM",3831.21,799.29,3535.12,13465.84,133.94,90.75,-,4400.53,1199.36,1844.22,2722.12,1760.41,"Sep 6, 2026 7:00 AM",37151.96,37377.88,225.92,20017.06,20017.059999999998,3.637978807091713e-12
152,2026-09-06 07:00:00,"Sep 6, 2026 8:00 AM",3963.65,812.12,2556.95,11439.26,4774.41,90.75,-,4255.51,1070.85,1723.19,2596.34,1750.13,"Sep 6, 2026 8:00 AM",38504.78,38729.71,224.92,19734.16,19734.159999999993,7.275957614183426e-12
153,2026-09-06 08:00:00,"Sep 6, 2026 9:00 AM",3935.81,872.08,2166.88,7948.59,17558.27,90.75,-,3285.49,695.02,1538.38,499.58,1736.29,"Sep 6, 2026 9:00 AM",41982.57,43262.65,1280.08,14308.82,14308.829999999998,-0.00999999999839929
154,2026-09-06 09:00:00,"Sep 6, 2026 10:00 AM",3813.85,1020.08,2077.53,5146.57,31757.95,90.75,-,2726.09,568.45,1424.84,33.39,1710.69,"Sep 6, 2026 10:00 AM",44330.42,48744.69,4414.28,5348.38,5348.369999999997,0.010000000002946763
155,2026-09-06 10:00:00,"Sep 6, 2026 11:00 AM",3636.1,1122.1,1398.18,3736.57,41915.07,90.75,-,2528.18,525.37,1444.3,10.45,1723.12,"Sep 6, 2026 11:00 AM",44263.52,49506.52,5243.0,-2786.3,-2786.300000000003,2.7284841053187847e-12
156,2026-09-06 11:00:00,"Sep 6, 2026 12:00 PM",3495.48,1111.43,2088.75,2838.97,45908.14,90.75,-,2500.59,520.69,1437.18,10.91,1723.46,"Sep 6, 2026 12:00 PM",44884.02,50089.42,5205.4,-5951.84,-5951.840000000002,1.8189894035458565e-12
157,2026-09-06 12:00:00,"Sep 6, 2026 1:00 PM",3419.59,1127.18,2329.02,2354.75,47692.24,90.75,-,2513.84,489.48,1420.99,10.85,1715.52,"Sep 6, 2026 1:00 PM",44533.33,49756.76,5223.43,-7842.68,-7842.679999999997,-3.637978807091713e-12
158,2026-09-06 13:00:00,"Sep 6, 2026 2:00 PM",3404.99,1109.1,2228.92,2064.12,47507.43,90.75,-,2638.28,422.3,1421.05,12.2,1756.31,"Sep 6, 2026 2:00 PM",43401.32,48763.33,5362.01,-8399.15,-8399.150000000001,1.8189894035458565e-12
159,2026-09-06 14:00:00,"Sep 6, 2026 3:00 PM",3410.27,1133.91,2383.53,1948.87,45525.55,90.46,-,3108.58,393.5,1214.98,10.67,1740.5,"Sep 6, 2026 3:00 PM",41511.97,47017.41,5505.43,-8345.97,-8345.980000000001,0.010000000002037268
160,2026-09-06 15:00:00,"Sep 6, 2026 4:00 PM",3463.43,1127.64,2336.93,1898.58,40686.44,90.46,-,3424.53,602.02,1220.37,11.91,1742.1,"Sep 6, 2026 4:00 PM",40695.44,45924.72,5229.28,-4226.51,-4226.51,0.0
161,2026-09-06 16:00:00,"Sep 6, 2026 5:00 PM",3600.17,1161.08,2607.18,2355.37,34205.15,90.46,-,4007.43,1133.05,1272.49,109.87,1753.29,"Sep 6, 2026 5:00 PM",40758.61,45261.34,4502.74,1590.9,1590.9099999999994,-0.009999999999308784
162,2026-09-06 17:00:00,"Sep 6, 2026 6:00 PM",3781.67,991.36,2246.0,2476.74,22237.3,90.46,-,5465.73,2234.57,1728.92,526.83,1805.03,"Sep 6, 2026 6:00 PM",43637.9,45119.83,1481.93,16677.86,16677.86,0.0
163,2026-09-06 18:00:00,"Sep 6, 2026 7:00 PM",4039.34,971.43,2061.78,1799.75,8730.23,90.46,-,6494.93,3362.68,2758.18,3661.47,1850.54,"Sep 6, 2026 7:00 PM",46483.22,46494.43,11.2,33891.46,33891.46000000001,-7.275957614183426e-12
164,2026-09-06 19:00:00,"Sep 6, 2026 8:00 PM",4130.98,1217.25,2078.32,1924.76,1227.68,90.46,-,6904.67,4177.41,3439.58,5950.35,1875.92,"Sep 6, 2026 8:00 PM",46681.63,46688.38,6.76,41450.87,41450.869999999995,7.275957614183426e-12
165,2026-09-06 20:00:00,"Sep 6, 2026 9:00 PM",4112.05,1124.49,2645.4,2952.93,1.24,90.46,-,7298.66,4630.56,3713.44,5613.31,1866.76,"Sep 6, 2026 9:00 PM",47138.0,47144.45,6.45,41538.44,41538.43,0.010000000002037268
166,2026-09-06 21:00:00,"Sep 6, 2026 10:00 PM",3999.53,907.83,3501.69,5862.02,0.0,90.46,-,7540.82,4561.8,4002.38,3652.41,1865.09,"Sep 6, 2026 10:00 PM",45655.92,45667.45,11.53,36292.2,36292.20999999999,-0.00999999999476131
167,2026-09-06 22:00:00,"Sep 6, 2026 11:00 PM",3854.44,847.35,3769.02,9383.31,0.0,90.46,-,7736.16,4309.42,4262.04,1991.71,1866.43,"Sep 6, 2026 11:00 PM",43961.41,43985.55,24.14,30809.08,30809.080000000005,-3.637978807091713e-12
